counter,subID,task,Video,Track,Timestamp,errors_in_frame,time_to_prev_error,time_to_next_error,value1,error_type_value1,error_subtype_value1,value1b,value2,error_type_value2,error_subtype_value2,value2b,value3,error_type_value3,error_subtype_value3,value3b,value4,error_type_value4,error_subtype_value4,value4b,value5,error_type_value5,error_subtype_value5,value5b,HMD,offset,Timestamp_adjusted
976,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,289.2,1,9.83999999999997,-15.52,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,291.262760902798
977,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,304.72,1,15.52,-17.08,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,306.782760902798
978,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,321.8,2,17.08,-3.12,3,1,1,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,323.862760902798
979,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,324.92,1,3.12,-3.63999999999999,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,326.982760902798
980,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,328.56,1,3.63999999999999,-6.95999999999998,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,330.622760902798
981,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,335.52,1,6.95999999999998,-25.04,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,337.582760902798
982,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,360.56,1,25.04,-25.12,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,362.622760902798
983,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,385.68,2,25.12,-5.83999999999997,24,2,7,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,387.742760902798
984,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,391.52,1,5.83999999999997,-13.56,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,393.582760902798
985,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,405.08,1,13.56,-2.84000000000003,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,407.142760902798
986,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,407.92,1,2.84000000000003,-32.12,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,409.982760902798
987,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,440.04,2,32.12,-4.71999999999997,8,1,2,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,442.102760902798
988,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,444.76,1,4.71999999999997,-52.16,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,446.822760902798
989,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,496.92,1,52.16,-31.2,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,498.982760902798
990,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,528.12,1,31.2,-37.12,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,530.182760902798
991,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,565.24,1,37.12,-27.64,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,567.302760902798
992,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,592.88,1,27.64,-10.28,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,594.942760902798
993,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,603.16,3,10.28,-20.88,3,1,1,2,24,2,7,2,25,2,7,2, , , , , , , , ,varjo,True,605.222760902798
994,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,624.04,1,20.88,-11.8000000000001,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,626.102760902798
995,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,635.84,1,11.8000000000001,-11.04,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,637.902760902798
996,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,646.88,1,11.04,-1.84000000000003,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,648.942760902798
997,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,648.72,1,1.84000000000003,-6.36000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,650.782760902798
998,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,655.08,1,6.36000000000001,-6.03999999999996,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,657.142760902798
999,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,661.12,1,6.03999999999996,-18.84,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,663.182760902798
1000,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,679.96,1,18.84,-2.59999999999991,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,682.022760902798
1001,P25,sandwich,P25_sandwich_2_merged_varjo.mp4,error frame,682.56,1,2.59999999999991, ,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,684.622760902798
1002,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,11.12,2, ,-9,6,1,2,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,11.4461260583253
1003,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,20.12,1,9,-3.36,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,20.4461260583254
1004,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,23.48,1,3.36,-2.96,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,23.8061260583254
1005,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,26.44,1,2.96,-3.32,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,26.7661260583254
1006,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,29.76,2,3.32,-.959999999999997,6,1,2,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,30.0861260583254
1007,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,30.72,1,.959999999999997,-1.56,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,31.0461260583253
1008,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,32.28,1,1.56,-.600000000000001,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,32.6061260583254
1009,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,32.88,1,.600000000000001,-10.16,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,33.2061260583254
1010,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,43.04,1,10.16,-.840000000000003,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,43.3661260583253
1011,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,43.88,1,.840000000000003,-2.32,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,44.2061260583254
1012,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,46.2,1,2.32,-2.48,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,46.5261260583254
1013,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,48.68,1,2.48,-7.16,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,49.0061260583253
1014,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,55.84,1,7.16,-6.72,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,56.1661260583254
1015,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,62.56,1,6.72,-4.48,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,62.8861260583254
1016,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,67.04,1,4.48,-3.44,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,67.3661260583254
1017,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,70.48,1,3.44,-16.72,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,70.8061260583254
1018,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,87.2,1,16.72,-11.24,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,87.5261260583254
1019,P6,cereal,P6_cereal_2_merged_varjo.mp4,error frame,98.44,1,11.24, ,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,98.7661260583253
1020,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,11.72,1, ,-2.16,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,18.4451522715221
1021,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,13.88,2,2.16,-2.12,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,20.6051522715221
1022,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,16,1,2.12,-.68,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,22.7251522715221
1023,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,16.68,1,.68,-1,21,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,23.4051522715221
1024,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,17.68,2,1,-1.48,10,1,3,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,24.4051522715221
1025,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,19.16,2,1.48,-6.56,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,25.8851522715221
1026,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,25.72,1,6.56,-1.36,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,32.4451522715221
1027,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,27.08,2,1.36,-12.92,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,33.8051522715221
1028,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,40,1,12.92,-1.68,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,46.7251522715221
1029,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,41.68,1,1.68,-2.92,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,48.4051522715221
1030,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,44.6,1,2.92,-1.28,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,51.3251522715221
1031,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,45.88,1,1.28,-1.08,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,52.6051522715221
1032,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,46.96,1,1.08,-7.04,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,53.6851522715221
1033,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,54,3,7.04,-2.12,26,2,7,2,3,1,1,2,13,1,3,2, , , , , , , , ,varjo,True,60.7251522715221
1034,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,56.12,1,2.12,-3.40000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,62.8451522715221
1035,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,59.52,1,3.40000000000001,-2.8,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,66.2451522715221
1036,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,62.32,1,2.8,-5.96,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,69.0451522715221
1037,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,68.28,1,5.96,-1.84,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,75.0051522715221
1038,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,70.12,1,1.84,-1.23999999999999,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,76.8451522715221
1039,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,71.36,1,1.23999999999999,-12.6,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,78.0851522715221
1040,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,83.96,1,12.6,-5.88000000000001,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,90.6851522715221
1041,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,89.84,1,5.88000000000001,-22.16,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,96.5651522715221
1042,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,112,2,22.16,-3.64,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,118.725152271522
1043,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,115.64,2,3.64,-3.08,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,122.365152271522
1044,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,118.72,1,3.08,-8.16,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,125.445152271522
1045,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,126.88,2,8.16,-2.20000000000002,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,133.605152271522
1046,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,129.08,2,2.20000000000002,-4.55999999999997,1,1,1,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,135.805152271522
1047,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,133.64,3,4.55999999999997,-5.72000000000003,1,1,1,2,3,1,1,2,10,1,3,2, , , , , , , , ,varjo,True,140.365152271522
1048,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,139.36,2,5.72000000000003,-5.27999999999997,1,1,1,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,146.085152271522
1049,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,144.64,3,5.27999999999997,-2.60000000000002,1,1,1,2,3,1,1,2,33,2,9,2, , , , , , , , ,varjo,True,151.365152271522
1050,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,147.24,1,2.60000000000002,-13.36,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,153.965152271522
1051,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,160.6,2,13.36,-14.4,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,167.325152271522
1052,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,175,1,14.4,-3.28,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,181.725152271522
1053,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,178.28,1,3.28,-6.08000000000001,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,185.005152271522
1054,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,184.36,1,6.08000000000001,-1.03999999999999,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,191.085152271522
1055,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,185.4,1,1.03999999999999,-2.44,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,192.125152271522
1056,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,187.84,2,2.44,-1.56,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,194.565152271522
1057,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,189.4,3,1.56,-45.32,31,2,8,2,13,1,3,2,10,1,3,2, , , , , , , , ,varjo,True,196.125152271522
1058,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,234.72,2,45.32,-8.28,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,241.445152271522
1059,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,243,1,8.28,-.800000000000011,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,249.725152271522
1060,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,243.8,1,.800000000000011,-3.75999999999999,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,250.525152271522
1061,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,247.56,1,3.75999999999999,-31.84,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,254.285152271522
1062,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,279.4,1,31.84,-.920000000000016,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,286.125152271522
1063,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,280.32,1,.920000000000016,-1.48000000000002,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,287.045152271522
1064,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,281.8,1,1.48000000000002,-5.75999999999999,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,288.525152271522
1065,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,287.56,2,5.75999999999999,-4.80000000000001,29,2,8,2,33,2,9,2, , , , , , , , , , , , ,varjo,True,294.285152271522
1066,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,292.36,2,4.80000000000001,-14.08,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,299.085152271522
1067,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,306.44,1,14.08,-9.56,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,313.165152271522
1068,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,316,1,9.56,-5.12,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,322.725152271522
1069,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,321.12,1,5.12,-9.71999999999997,9,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,327.845152271522
1070,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,330.84,1,9.71999999999997,-18.4,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,337.565152271522
1071,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,349.24,2,18.4,-3.19999999999999,27,2,8,2,33,2,9,2, , , , , , , , , , , , ,varjo,True,355.965152271522
1072,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,352.44,1,3.19999999999999,-8.92000000000002,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,359.165152271522
1073,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,361.36,2,8.92000000000002,-6.95999999999998,23,2,7,2,27,2,8,3, , , , , , , , , , , , ,varjo,True,368.085152271522
1074,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,368.32,1,6.95999999999998,-2.19999999999999,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,375.045152271522
1075,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,370.52,2,2.19999999999999,-2.84000000000003,10,1,3,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,377.245152271522
1076,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,373.36,2,2.84000000000003,-4.12,10,1,3,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,380.085152271522
1077,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,377.48,2,4.12,-5.39999999999998,10,1,3,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,384.205152271522
1078,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,382.88,2,5.39999999999998,-4.39999999999998,33,2,9,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,389.605152271522
1079,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,387.28,2,4.39999999999998,-.960000000000036,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,394.005152271522
1080,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,388.24,1,.960000000000036,-6,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,394.965152271522
1081,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,394.24,1,6,-1.80000000000001,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,400.965152271522
1082,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,396.04,1,1.80000000000001,-.519999999999982,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,402.765152271522
1083,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,396.56,3,.519999999999982,-2.44,33,2,9,2,13,1,3,2,17,2,5,2, , , , , , , , ,varjo,True,403.285152271522
1084,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,399,1,2.44,-2.39999999999998,35,2,9,1, , , , , , , , , , , , , , , , ,varjo,True,405.725152271522
1085,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,401.4,2,2.39999999999998,-8.20000000000005,1,1,1,2,17,2,5,2, , , , , , , , , , , , ,varjo,True,408.125152271522
1086,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,409.6,1,8.20000000000005,-4.07999999999998,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,416.325152271522
1087,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,413.68,1,4.07999999999998,-6.83999999999997,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,420.405152271522
1088,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,420.52,1,6.83999999999997,-1.48000000000002,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,427.245152271522
1089,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,422,1,1.48000000000002,-20.56,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,428.725152271522
1090,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,442.56,1,20.56,-4.75999999999999,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,449.285152271522
1091,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,447.32,1,4.75999999999999,-1.19999999999999,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,454.045152271522
1092,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,448.52,1,1.19999999999999,-5.56,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,455.245152271522
1093,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,454.08,1,5.56,-2.40000000000003,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,460.805152271522
1094,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,456.48,2,2.40000000000003,-8.24000000000001,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,463.205152271522
1095,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,464.72,2,8.24000000000001,-2.47999999999996,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,471.445152271522
1096,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,467.2,1,2.47999999999996,-1.48000000000002,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,473.925152271522
1097,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,468.68,1,1.48000000000002,-52.9999999999999,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,475.405152271522
1098,P3,sandwich,P3_sandwich_2_merged_varjo.mp4,error frame,521.68,1,52.9999999999999, ,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,528.405152271522
1099,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,13.36,1, ,-.76,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,13.190097038795
1100,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,14.12,1,.76,-16.48,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,13.950097038795
1101,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,30.6,2,16.48,-5.76,31,2,8,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,30.430097038795
1102,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,36.36,1,5.76,-12.16,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,36.190097038795
1103,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,48.52,1,12.16,-1.88,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,48.350097038795
1104,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,50.4,2,1.88,-6.84,23,2,7,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,50.230097038795
1105,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,57.24,1,6.84,-7.24,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,57.070097038795
1106,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,64.48,1,7.24,-10.28,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,64.310097038795
1107,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,74.76,1,10.28,-4.44,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,74.590097038795
1108,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,79.2,1,4.44,-8.48,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,79.030097038795
1109,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,87.68,1,8.48,-4.23999999999999,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,87.510097038795
1110,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,91.92,2,4.23999999999999,-6.72,24,2,7,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,91.750097038795
1111,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,98.64,2,6.72,-5.2,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,98.470097038795
1112,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,103.84,1,5.2,-8.75999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,103.670097038795
1113,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,112.6,1,8.75999999999999,-2.28,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,112.430097038795
1114,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,114.88,1,2.28,-2.88000000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,114.710097038795
1115,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,117.76,1,2.88000000000001,-17.4,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,117.590097038795
1116,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,135.16,2,17.4,-13.88,24.2,2,7,23,2,1,1, , , , , , , , , , , , , ,varjo,True,134.990097038795
1117,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,149.04,1,13.88,-28.56,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,148.870097038795
1118,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,177.6,1,28.56,-17.68,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,177.430097038795
1119,P13,cereal,P13_cereal_2_merged_varjo.mp4,error frame,195.28,1,17.68, ,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,195.110097038795
1120,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,12.24,2, ,-2.44,6,1,2,3,13,1,3,3, , , , , , , , , , , , ,varjo,True,14.5020600334999
1121,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,14.68,3,2.44,-21.72,31,2,8,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,16.9420600334999
1122,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,36.4,2,21.72,-.399999999999999,31,2,8,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,38.6620600334999
1123,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,36.8,2,.399999999999999,-1.56,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,39.0620600334999
